"Gene","Mutation_Type","Count"
"CNTN5","Missense_Mutation",13
"COL18A1","In_Frame_Del",9
"COL18A1","Missense_Mutation",4
"COL22A1","Missense_Mutation",13
"DAPL1","Missense_Mutation",13
"DGKG","Missense_Mutation",13
"DMXL2","Missense_Mutation",13
"DZANK1","Missense_Mutation",5
"DZANK1","Splice_Site",8
"EFCAB5","Missense_Mutation",12
"EFCAB5","Translation_Start_Site",1
"EIF2S3B","Missense_Mutation",13
"EPG5","Missense_Mutation",13
"EPS8L3","Missense_Mutation",13
"FAM83H","Missense_Mutation",13
"FBXL13","Missense_Mutation",13
"FLT3","Missense_Mutation",13
"FREM3","Missense_Mutation",13
"GART","Missense_Mutation",13
"GASK1A","Missense_Mutation",13
"GEMIN5","Missense_Mutation",13
"GFRAL","Missense_Mutation",13
"GPR158","Missense_Mutation",13
"GPR179","Missense_Mutation",13
"HLA-F","Missense_Mutation",13
"IGF2R","Missense_Mutation",13
"IGSF11","Missense_Mutation",13
"IGSF5","Missense_Mutation",13
"JCAD","Missense_Mutation",13
"KHNYN","Missense_Mutation",13
"LILRA2","Missense_Mutation",13
"LIPC","Missense_Mutation",13
"LLGL2","Missense_Mutation",13
"MAML2","In_Frame_Del",9
"MAML2","Missense_Mutation",4
"MAP3K6","In_Frame_Del",1
"MAP3K6","Missense_Mutation",12
"MAST4","In_Frame_Ins",4
"MAST4","Missense_Mutation",9
"MEP1B","Missense_Mutation",13
"MMRN2","Missense_Mutation",13
"MMS19","Missense_Mutation",13
"MTHFD1","Missense_Mutation",13
"MYO10","Missense_Mutation",13
"MYO1H","Missense_Mutation",13
"MYSM1","Missense_Mutation",13
"NPNT","Missense_Mutation",13
"OR1L8","Missense_Mutation",13
"OR5B12","Frame_Shift_Del",1
"OR5B12","Missense_Mutation",12
"OR5D13","Missense_Mutation",13
"OR5D18","Missense_Mutation",13
"OR5K3","Frame_Shift_Ins",7
"OR5K3","Missense_Mutation",6
"PCK1","Missense_Mutation",13
"PEMT","Missense_Mutation",13
"PHIP","Missense_Mutation",13
"PMS2","Missense_Mutation",13
"POM121L12","Missense_Mutation",13
"PRAMEF11","Missense_Mutation",13
"PROB1","Missense_Mutation",13
"PSG11","Missense_Mutation",13
"PTGFRN","Missense_Mutation",13
"PWWP2B","Missense_Mutation",13
"RDH8","Missense_Mutation",13
"RNF149","Missense_Mutation",13
"SBSPON","Missense_Mutation",13
"SELP","Missense_Mutation",13
"SERPINB8","Missense_Mutation",13
"SHF","Missense_Mutation",13
"SLC30A9","Missense_Mutation",13
"SORBS3","Missense_Mutation",13
"SPATA3","In_Frame_Del",3
"SPATA3","Missense_Mutation",10
"SPATA7","Missense_Mutation",13
"TBC1D4","Missense_Mutation",13
"TBP","In_Frame_Del",8
"TBP","In_Frame_Ins",5
"TDRD12","Missense_Mutation",13
"THSD7A","Missense_Mutation",13
"TJP2","Missense_Mutation",13
"TMEM132A","Missense_Mutation",13
"TONSL","Missense_Mutation",13
"TRPV3","Missense_Mutation",13
"VNN1","Missense_Mutation",13
"WDR18","Missense_Mutation",13
"ZNF683","In_Frame_Del",3
"ZNF683","Missense_Mutation",10
"ACSBG2","Missense_Mutation",11
"ACSBG2","Splice_Site",1
"ADAM28","Missense_Mutation",12
"AK7","Missense_Mutation",12
"ALDH3A1","Missense_Mutation",12
"ALG10B","Missense_Mutation",12
"ALOX12","Missense_Mutation",12
"AP3B1","In_Frame_Del",1
"AP3B1","Missense_Mutation",11
"APOBEC3B","Missense_Mutation",12
"AR","In_Frame_Del",8
"AR","In_Frame_Ins",4
"ARL9","Missense_Mutation",12
"ART5","In_Frame_Ins",8
"ART5","Missense_Mutation",4
"ASCC3","Missense_Mutation",12
"ATP8B1","Missense_Mutation",12
"ATXN3","Frame_Shift_Ins",2
"ATXN3","In_Frame_Ins",8
"ATXN3","Missense_Mutation",2
"BANF2","Missense_Mutation",12
"BBS2","Missense_Mutation",12
"BMP8A","Missense_Mutation",12
"BPIFC","Missense_Mutation",12
"C11orf21","Missense_Mutation",12
"C8B","Missense_Mutation",12
"CAPN2","Frame_Shift_Ins",1
"CAPN2","Missense_Mutation",11
"CARD14","Missense_Mutation",12
"CATSPER1","Missense_Mutation",12
"CCDC175","Missense_Mutation",12
"CCP110","Missense_Mutation",12
"CD300LD","Missense_Mutation",12
"CEP164","Missense_Mutation",12
"CIITA","Missense_Mutation",12
"CLCN1","Missense_Mutation",12
"CNTLN","Missense_Mutation",12
"CPPED1","Missense_Mutation",12
"CPXCR1","Missense_Mutation",12
"CSF1","Missense_Mutation",12
"CYBA","Missense_Mutation",12
"DCC","Missense_Mutation",12
"DDX51","Missense_Mutation",12
"DEGS2","Missense_Mutation",12
"DOCK5","Missense_Mutation",12
"EP400","In_Frame_Del",1
"EP400","In_Frame_Ins",8
"EP400","Missense_Mutation",3
"FAM135B","Missense_Mutation",12
"FBXW12","Missense_Mutation",12
"FER1L6","Missense_Mutation",12
"FHIP1B","Missense_Mutation",12
"FMNL1","In_Frame_Del",2
"FMNL1","Missense_Mutation",10
"GPRIN3","Missense_Mutation",12
"GYPA","Missense_Mutation",12
"H1-7","Missense_Mutation",12
"HEXB","Missense_Mutation",12
"HLX","Missense_Mutation",12
"HMGXB3","Missense_Mutation",12
"IQANK1","Missense_Mutation",11
"IQANK1","Nonsense_Mutation",1
"KLHL30","Missense_Mutation",12
"KRTAP10-2","In_Frame_Del",1
"KRTAP10-2","Missense_Mutation",11
"KRTAP10-4","Missense_Mutation",11
"KRTAP10-4","Nonstop_Mutation",1
"LGALS9B","Frame_Shift_Ins",2
"LGALS9B","Missense_Mutation",10
"MAB21L4","Missense_Mutation",12
"MANBA","Missense_Mutation",12
"MCCD1","Missense_Mutation",12
"MESP2","In_Frame_Del",10
"MESP2","Missense_Mutation",2
"METTL13","Missense_Mutation",12
"MTUS1","Missense_Mutation",12
"MTUS2","Missense_Mutation",12
"MUC21","Missense_Mutation",12
"OR2T6","Missense_Mutation",12
"OR5AC2","Frame_Shift_Ins",1
"OR5AC2","Missense_Mutation",8
"OR5AC2","Nonstop_Mutation",3
"OR5F1","Missense_Mutation",12
"OR6C68","Missense_Mutation",12
"OTOP1","In_Frame_Del",1
"OTOP1","Missense_Mutation",11
"P2RY2","Missense_Mutation",12
"PARP9","Missense_Mutation",12
"PCDHGA1","Missense_Mutation",12
"PPFIA4","Missense_Mutation",12
"PPT2","Missense_Mutation",12
"PSMD9","Missense_Mutation",12
"SLC26A2","Missense_Mutation",12
"SLC7A6OS","Missense_Mutation",12
"SMC5","Missense_Mutation",12
"SP100","Missense_Mutation",12
"SPMIP7","Missense_Mutation",12
"SUN1","Missense_Mutation",12
"TACR2","Missense_Mutation",12
"TAF2","Missense_Mutation",12
"TAF4","Frame_Shift_Del",1
"TAF4","In_Frame_Del",3
"TAF4","Missense_Mutation",8
"TAS2R8","Frame_Shift_Ins",2
"TAS2R8","Missense_Mutation",10
"TBCK","Missense_Mutation",12
"TDRD6","In_Frame_Del",1
"TDRD6","Missense_Mutation",11
"TGS1","Missense_Mutation",12
"TMPRSS4","Missense_Mutation",8
"TMPRSS4","Splice_Site",4
"TNFRSF10D","Missense_Mutation",12
"TOR1AIP1","Missense_Mutation",12
"TRAK2","Missense_Mutation",12
"TRAPPC8","Missense_Mutation",12
"TTC38","Missense_Mutation",12
"TTLL2","Missense_Mutation",12
"TTLL3","Missense_Mutation",12
"TTLL5","Missense_Mutation",12
"TUSC1","Missense_Mutation",12
"USF3","In_Frame_Del",7
"USF3","Missense_Mutation",5
"VASN","Missense_Mutation",12
"VAV3","Missense_Mutation",12
"WDR46","Missense_Mutation",12
"ZACN","Missense_Mutation",9
"ZACN","Nonsense_Mutation",3
"ZCCHC14","Missense_Mutation",12
"ZNF132","Missense_Mutation",12
"ZNF133","Missense_Mutation",12
"ZNF440","Missense_Mutation",12
"ZNF454","Missense_Mutation",12
"ZNF480","Frame_Shift_Del",8
"ZNF480","Missense_Mutation",4
"ZNF749","Frame_Shift_Ins",1
"ZNF749","Missense_Mutation",11
"ABCB1","Missense_Mutation",11
"ACCS","Missense_Mutation",11
"ADAM32","Missense_Mutation",11
"ADGRG6","Missense_Mutation",11
"ADGRL4","Missense_Mutation",11
"AEBP1","Missense_Mutation",11
"AGBL1","Missense_Mutation",11
"ANKFN1","Missense_Mutation",11
"ANKRD26","Missense_Mutation",11
"ARHGEF25","Missense_Mutation",11
"ASTL","Missense_Mutation",11
"BAIAP3","Missense_Mutation",11
"BCAS3","Frame_Shift_Del",1
"BCAS3","Missense_Mutation",10
"CABLES2","Missense_Mutation",11
"CAPG","Missense_Mutation",11
"CCDC157","Missense_Mutation",11
"CD163","Missense_Mutation",11
"CDT1","Missense_Mutation",11
"CEP126","Missense_Mutation",11
"CHDH","In_Frame_Del",1
"CHDH","Missense_Mutation",10
"CHRNA2","Missense_Mutation",11
"COL2A1","Missense_Mutation",11
"COL3A1","Missense_Mutation",11
"COQ4","Missense_Mutation",11
"CPS1","Missense_Mutation",11
"CWC22","Missense_Mutation",11
"DENND3","Missense_Mutation",11
"DLG5","Missense_Mutation",11
"EML1","Missense_Mutation",11
"EPRS1","Missense_Mutation",11
"ERO1B","Missense_Mutation",11
"FAM171B","In_Frame_Ins",11
"FAM185A","Missense_Mutation",11
"GGT6","Missense_Mutation",11
"GPR137C","Missense_Mutation",11
"GPRIN1","In_Frame_Del",3
"GPRIN1","Missense_Mutation",8
"HHLA1","Missense_Mutation",11
"HSPA1L","Missense_Mutation",11
"IL20RA","Missense_Mutation",11
"IRX3","In_Frame_Del",1
"IRX3","Missense_Mutation",10
"ITGA8","Missense_Mutation",11
"ITIH2","Missense_Mutation",11
"KIAA1210","Missense_Mutation",11
"KIR3DL2","Missense_Mutation",11
"KLKB1","Missense_Mutation",11
"LRRC8C","Missense_Mutation",11
"LTA","Missense_Mutation",11
"MATN2","Missense_Mutation",11
"MCM9","Missense_Mutation",11
"MEGF11","Missense_Mutation",11
"MIIP","Missense_Mutation",11
"MIPEP","Missense_Mutation",11
"MOG","In_Frame_Del",1
"MOG","Missense_Mutation",10
"MRC2","Missense_Mutation",11
"NAT10","Missense_Mutation",11
"NCOA3","In_Frame_Del",10
"NCOA3","Missense_Mutation",1
"NLRP4","Missense_Mutation",11
"NOBOX","Missense_Mutation",11
"OR10Q1","Missense_Mutation",11
"OR2AK2","Missense_Mutation",11
"OR52A1","Frame_Shift_Ins",3
"OR52A1","Missense_Mutation",8
"OR52I1","Missense_Mutation",11
"PIGN","Missense_Mutation",11
"PJA2","Missense_Mutation",11
"PLA2G4F","Missense_Mutation",11
"PLA2G7","Missense_Mutation",11
"PLXNA2","Missense_Mutation",11
"PPM1J","In_Frame_Del",1
"PPM1J","Missense_Mutation",10
"PRB4","Missense_Mutation",8
"PRB4","Nonsense_Mutation",2
"PRB4","Splice_Site",1
"PRM3","Missense_Mutation",10
"PRM3","Nonstop_Mutation",1
"PSORS1C2","Frame_Shift_Del",3
"PSORS1C2","Missense_Mutation",8
"RIPK4","Missense_Mutation",11
"SCN9A","Missense_Mutation",11
"SH2B3","Missense_Mutation",11
"SLC12A3","Missense_Mutation",11
"SLC5A9","Missense_Mutation",10
"SLC5A9","Nonsense_Mutation",1
"SMYD2","Missense_Mutation",11
"SORBS1","Missense_Mutation",11
"SPATA21","In_Frame_Ins",1
"SPATA21","Missense_Mutation",10
"TBXT","Missense_Mutation",11
"TCF19","Missense_Mutation",11
"TCTE1","Missense_Mutation",11
"TEKT3","Missense_Mutation",11
"TF","Missense_Mutation",11
"UTP20","Missense_Mutation",11
"XPC","Missense_Mutation",11
"ZNF548","Missense_Mutation",11
"ZNF600","Missense_Mutation",11
"ZNF837","Missense_Mutation",11
"ZNF875","Missense_Mutation",11
"AARS2","Missense_Mutation",10
"ABCC12","Missense_Mutation",10
"ADAM21","Missense_Mutation",10
"ADAM22","Missense_Mutation",10
"AGBL3","Missense_Mutation",10
"ANGPTL5","Missense_Mutation",10
"ANKAR","Missense_Mutation",10
"ARHGEF10L","Missense_Mutation",10
"ATP1A4","Missense_Mutation",10
"ATP2C2","Missense_Mutation",10
"BAAT","Missense_Mutation",10
"BIN2","Missense_Mutation",10
"BMP3","Missense_Mutation",10
"BRD8","Missense_Mutation",10
"C22orf42","Missense_Mutation",10
"C2CD4B","Missense_Mutation",10
"C8orf74","Missense_Mutation",10
"CACNA2D4","Missense_Mutation",10
"CALHM1","Missense_Mutation",10
"CAMTA2","Missense_Mutation",10
"CASP10","Missense_Mutation",10
"CASR","Missense_Mutation",10
"CCDC107","Missense_Mutation",10
"CCDC136","Missense_Mutation",10
"CCDC85A","Missense_Mutation",10
"CD180","Missense_Mutation",10
"CD27","Missense_Mutation",10
"CDC42BPG","Missense_Mutation",10
"CELA3A","Missense_Mutation",10
"CEP112","Missense_Mutation",10
"CERS4","Missense_Mutation",10
"CHPF","Missense_Mutation",10
"CIMIP2A","Missense_Mutation",2
"CIMIP2A","Splice_Site",8
"CLCA4","In_Frame_Del",8
"CLCA4","In_Frame_Ins",1
"CLCA4","Missense_Mutation",1
"CPA3","Missense_Mutation",10
"CPXM2","Missense_Mutation",10
"CYB5R2","Missense_Mutation",10
"CYP8B1","Missense_Mutation",10
"DIS3","Missense_Mutation",10
"DSG3","Missense_Mutation",10
"EEF1D","Missense_Mutation",10
"ENTPD6","Missense_Mutation",10
"ERAP2","Missense_Mutation",10
"ESF1","Missense_Mutation",10
"FRMD1","Missense_Mutation",10
"FXYD5","Missense_Mutation",10
"GALNTL5","Missense_Mutation",10
"GLYAT","Missense_Mutation",10
"GOLGA5","Missense_Mutation",10
"GPR148","Missense_Mutation",10
"GRM1","Missense_Mutation",10
"GUCY2C","Missense_Mutation",10
"GZMB","Missense_Mutation",10
"HAAO","Missense_Mutation",10
"HHLA2","Missense_Mutation",10
"HUS1B","Missense_Mutation",10
"ID3","Missense_Mutation",10
"IGFBP2","In_Frame_Del",1
"IGFBP2","In_Frame_Ins",9
"IL10RA","Missense_Mutation",10
"INPP5B","Missense_Mutation",10
"IRAG2","Missense_Mutation",10
"JMY","Missense_Mutation",10
"KBTBD12","Missense_Mutation",10
"KDM3A","Missense_Mutation",10
"KDM3B","Missense_Mutation",10
"KRT1","In_Frame_Del",7
"KRT1","Missense_Mutation",3
"KRT84","Missense_Mutation",10
"KRTAP4-2","Missense_Mutation",10
"KRTAP5-7","In_Frame_Ins",8
"KRTAP5-7","Missense_Mutation",2
"LAMB1","Missense_Mutation",10
"LDAF1","Missense_Mutation",10
"LILRA4","Missense_Mutation",10
"LRP1","Missense_Mutation",10
"MAFA","In_Frame_Del",8
"MAFA","Missense_Mutation",2
"MAP7","Missense_Mutation",10
"MAPKBP1","Missense_Mutation",10
"MEDAG","Frame_Shift_Del",1
"MEDAG","Missense_Mutation",9
"MMP14","Missense_Mutation",10
"MS4A4E","Missense_Mutation",10
"MTA1","Missense_Mutation",10
"MTCL2","Missense_Mutation",10
"MTMR6","Missense_Mutation",9
"MTMR6","Splice_Site",1
"MTMR7","Missense_Mutation",10
"MYO9A","Missense_Mutation",10
"MYOZ3","Missense_Mutation",10
"NBEAL1","Missense_Mutation",10
"NEFH","In_Frame_Del",1
"NEFH","In_Frame_Ins",5
"NEFH","Missense_Mutation",4
"NOP53","Missense_Mutation",10
"NOP9","In_Frame_Ins",8
"NOP9","Missense_Mutation",2
"NOTCH3","Missense_Mutation",10
"NPAT","In_Frame_Del",1
"NPAT","Missense_Mutation",9
"NQO2","Missense_Mutation",10
"NR1H2","In_Frame_Ins",9
"NR1H2","Missense_Mutation",1
"OR10V1","Missense_Mutation",10
"OR5AK2","Missense_Mutation",10
"OR6C70","Missense_Mutation",10
"PEDS1","Missense_Mutation",10
"PNN","Missense_Mutation",10
"POLR1A","Missense_Mutation",10
"POLR2A","Frame_Shift_Del",8
"POLR2A","Missense_Mutation",2
"PPEF2","Missense_Mutation",8
"PPEF2","Splice_Site",2
"PROM2","Missense_Mutation",9
"PROM2","Nonsense_Mutation",1
"PROP1","Missense_Mutation",10
"PRSS3","In_Frame_Del",2
"PRSS3","Missense_Mutation",8
"PSG7","Missense_Mutation",3
"PSG7","Nonsense_Mutation",7
"PTPRS","Missense_Mutation",10
"QPRT","Missense_Mutation",10
"RAPGEF3","Missense_Mutation",10
"RBMXL2","Missense_Mutation",10
"RECQL5","Missense_Mutation",4
"RECQL5","Splice_Site",6
"RETREG2","Frame_Shift_Del",1
"RETREG2","Missense_Mutation",9
"REV3L","Missense_Mutation",10
"RFPL4AL1","Missense_Mutation",10
"RNF225","Missense_Mutation",10
"RPL14","In_Frame_Ins",8
"RPL14","Missense_Mutation",2
"RTP2","Missense_Mutation",10
"RTP5","Missense_Mutation",10
"SALL1","In_Frame_Ins",1
"SALL1","Missense_Mutation",9
"SAMD11","Missense_Mutation",10
"SCRN2","Missense_Mutation",10
"SEC14L1","Missense_Mutation",10
"SERINC2","In_Frame_Ins",8
"SERINC2","Missense_Mutation",2
"SORCS2","Missense_Mutation",10
"SPATA31G1","Missense_Mutation",10
"SPTBN2","Missense_Mutation",10
"SYCP2L","Missense_Mutation",10
"SYN2","In_Frame_Del",2
"SYN2","Missense_Mutation",8
"TAS1R1","Missense_Mutation",10
"TEK","Missense_Mutation",10
"TGM6","In_Frame_Ins",1
"TGM6","Missense_Mutation",9
"TIMD4","Missense_Mutation",10
"TIPIN","Missense_Mutation",10
"TMCO4","Missense_Mutation",10
"TMEM225","Missense_Mutation",10
"TRIM33","Missense_Mutation",10
"TRMO","Missense_Mutation",10
"UNC5C","Missense_Mutation",10
"VN1R5","Missense_Mutation",2
"VN1R5","Nonstop_Mutation",8
"VNN2","Missense_Mutation",10
"WDR1","Missense_Mutation",10
"ZFR","Missense_Mutation",10
"ZMYM1","In_Frame_Del",1
"ZMYM1","Missense_Mutation",9
"ZNF304","Missense_Mutation",10
"ZNF318","Missense_Mutation",10
"ZNF335","Missense_Mutation",10
"ZNF33B","Missense_Mutation",10
"ZNF517","Missense_Mutation",10
"ZNF525","Missense_Mutation",10
"ZNF765","Missense_Mutation",9
"ZNF765","Nonsense_Mutation",1
"ZNF830","Missense_Mutation",10
"ABHD15","Missense_Mutation",9
"ADAMTS1","Missense_Mutation",9
"ADGRF4","Missense_Mutation",9
"ADH1B","Missense_Mutation",9
"AKAP5","Missense_Mutation",9
"ANKRD16","Missense_Mutation",9
"ANKRD63","In_Frame_Ins",1
"ANKRD63","Missense_Mutation",8
"ARAP2","Missense_Mutation",9
"ARHGEF16","Missense_Mutation",9
"ASNSD1","Missense_Mutation",9
"ATG4B","Missense_Mutation",9
"ATN1","In_Frame_Del",8
"ATN1","In_Frame_Ins",1
"ATP10B","Missense_Mutation",9
"ATP11A","Missense_Mutation",9
"ATXN2","In_Frame_Del",7
"ATXN2","In_Frame_Ins",1
"ATXN2","Missense_Mutation",1
"B3GNT3","Missense_Mutation",9
"BHLHE41","Missense_Mutation",9
"C12orf71","Missense_Mutation",9
"C19orf73","Missense_Mutation",9
"C3orf33","Missense_Mutation",9
"C5orf46","Missense_Mutation",9
"C6orf47","Missense_Mutation",9
"C8A","Missense_Mutation",9
"C8G","Missense_Mutation",9
"CABS1","Missense_Mutation",9
"CASKIN2","Missense_Mutation",9
"CCDC102A","Missense_Mutation",9
"CCDC148","Missense_Mutation",9
"CD300E","Missense_Mutation",9
"CDRT15","Missense_Mutation",9
"CDX2","Missense_Mutation",9
"CEACAM4","Missense_Mutation",8
"CEACAM4","Splice_Site",1
"CEBPZ","In_Frame_Del",1
"CEBPZ","Missense_Mutation",8
"CERS3","Missense_Mutation",9
"CLTCL1","Missense_Mutation",9
"CNST","Missense_Mutation",9
"COL10A1","Missense_Mutation",9
"COL1A2","Missense_Mutation",9
"CRYBB3","Missense_Mutation",9
"CSRNP1","Missense_Mutation",9
"CTRB2","Missense_Mutation",9
"CTSH","Missense_Mutation",9
"CUX2","Missense_Mutation",9
"CYP2C19","Missense_Mutation",9
"DAPK1","Missense_Mutation",9
"DBT","Missense_Mutation",9
"DDC","Missense_Mutation",9
"DDHD1","In_Frame_Ins",8
"DDHD1","Missense_Mutation",1
"DLK1","Missense_Mutation",9
"DNAAF9","Missense_Mutation",9
"DNAI2","Missense_Mutation",9
"DSE","Missense_Mutation",9
"DTX3L","Missense_Mutation",9
"E2F7","Missense_Mutation",9
"E4F1","Missense_Mutation",9
"EEF2K","Missense_Mutation",9
"ENPP2","Missense_Mutation",9
"EPB41L5","In_Frame_Ins",1
"EPB41L5","Missense_Mutation",8
"EPN2","Missense_Mutation",9
"ERI1","Missense_Mutation",9
"EXTL1","Missense_Mutation",9
"FAAP20","Missense_Mutation",9
"FAM240A","Missense_Mutation",8
"FAM240A","Nonsense_Mutation",1
"FAM91A1","Missense_Mutation",9
"FASTKD3","Missense_Mutation",9
"FBLIM1","Missense_Mutation",9
"FBLN1","Missense_Mutation",9
"FBXL6","Missense_Mutation",9
"FBXO5","Missense_Mutation",9
"FOLR3","Frame_Shift_Del",8
"FOLR3","Missense_Mutation",1
"FUT9","Missense_Mutation",9
"GALR1","Missense_Mutation",9
"GFRA2","Missense_Mutation",9
"GPR33","Missense_Mutation",1
"GPR33","Nonsense_Mutation",8
"HDAC5","Missense_Mutation",9
"HMGB4","Missense_Mutation",9
"HOXB7","Missense_Mutation",9
"IFNK","Frame_Shift_Ins",1
"IFNK","Missense_Mutation",8
"IFT88","Missense_Mutation",9
"IRF5","In_Frame_Del",8
"IRF5","Missense_Mutation",1
"KCNS3","Missense_Mutation",9
"KDM6B","In_Frame_Ins",8
"KDM6B","Missense_Mutation",1
"KRT19","Missense_Mutation",9
"KRT82","Missense_Mutation",9
"KRTAP22-1","Missense_Mutation",9
"LCE4A","In_Frame_Ins",8
"LCE4A","Missense_Mutation",1
"LHPP","Missense_Mutation",9
"LMNTD1","Missense_Mutation",9
"LRP6","Missense_Mutation",9
"LRSAM1","Missense_Mutation",9
"LSG1","Missense_Mutation",9
"LTBP1","Missense_Mutation",9
"LY9","Missense_Mutation",9
"LY96","Missense_Mutation",9
"MAN1B1","Missense_Mutation",9
"MASP2","Missense_Mutation",9
"MATN4","Missense_Mutation",9
"MBOAT4","Missense_Mutation",8
"MBOAT4","Nonstop_Mutation",1
"MCUR1","Missense_Mutation",9
"MEN1","Missense_Mutation",9
"MFHAS1","Missense_Mutation",9
"MMP21","Missense_Mutation",9
"MPP4","Missense_Mutation",9
"MTERF1","Missense_Mutation",9
"MYEF2","Missense_Mutation",9
"NADK","In_Frame_Ins",4
"NADK","Missense_Mutation",5
"NAGLU","Missense_Mutation",9
"NAV3","Missense_Mutation",9
"NBEAL2","Missense_Mutation",9
"NEK3","Frame_Shift_Del",8
"NEK3","Missense_Mutation",1
"NEMF","Missense_Mutation",9
"NFKBIL1","Missense_Mutation",9
"NRP1","Missense_Mutation",9
"NSL1","Missense_Mutation",9
"NUP205","Missense_Mutation",9
"OLFML2B","Missense_Mutation",9
"OR2A2","Missense_Mutation",9
"OR2Y1","Missense_Mutation",9
"OR4Q3","Missense_Mutation",9
"OR6C4","Missense_Mutation",9
"OR7C2","In_Frame_Ins",8
"OR7C2","Missense_Mutation",1
"ORAI1","Missense_Mutation",9
"PATE1","Missense_Mutation",9
"PATL2","Missense_Mutation",9
"PDCD1LG2","Missense_Mutation",9
"PDE1C","Missense_Mutation",9
"PDE6B","Missense_Mutation",8
"PDE6B","Splice_Site",1
"PEX2","Missense_Mutation",9
"PHF14","Missense_Mutation",9
"PLAAT5","Missense_Mutation",9
"PLXNA3","Missense_Mutation",9
"POF1B","Missense_Mutation",9
"PPCDC","Missense_Mutation",9
"PRAP1","Missense_Mutation",9
"PRDM15","Missense_Mutation",9
"PRDM16","Missense_Mutation",9
"PRDM7","Missense_Mutation",9
"PRP4K","Missense_Mutation",9
"PSMF1","Missense_Mutation",9
"PTGS1","Missense_Mutation",9
"PTPRR","Missense_Mutation",9
"PTTG2","Frame_Shift_Del",1
"PTTG2","Missense_Mutation",8
"RANBP3L","Missense_Mutation",9
"RASAL1","Missense_Mutation",9
"RBBP6","In_Frame_Del",1
"RBBP6","Missense_Mutation",1
"RBBP6","Splice_Site",7
"RBFA","Missense_Mutation",9
"RBM20","Missense_Mutation",9
"REP15","Missense_Mutation",9
"RGMB","Missense_Mutation",9
"RTEL1","Missense_Mutation",9
"RUSC2","Missense_Mutation",9
"SEBOX","Missense_Mutation",9
"SEPTIN9","Missense_Mutation",9
"SERPINF1","Missense_Mutation",9
"SEZ6L2","Missense_Mutation",9
"SFRP5","Frame_Shift_Del",1
"SFRP5","Missense_Mutation",8
"SFSWAP","Missense_Mutation",9
"SHANK1","Missense_Mutation",9
"SHCBP1","Missense_Mutation",9
"SKIDA1","In_Frame_Del",1
"SKIDA1","In_Frame_Ins",8
"SLC12A1","Missense_Mutation",9
"SLC25A45","Missense_Mutation",9
"SLC26A1","Missense_Mutation",9
"SLC37A4","Missense_Mutation",1
"SLC37A4","Splice_Site",8
"SLC38A6","Missense_Mutation",9
"SLC39A6","Missense_Mutation",9
"SLC41A3","Missense_Mutation",9
"SLC44A2","Missense_Mutation",9
"SLC9B1","Missense_Mutation",9
"SLCO3A1","Missense_Mutation",9
"SPECC1","Missense_Mutation",9
"SPIN2A","Missense_Mutation",9
"SPTLC3","Missense_Mutation",9
"SRRM2","Missense_Mutation",9
"STXBP2","Missense_Mutation",9
"SULT1A1","Missense_Mutation",9
"SUMF2","Missense_Mutation",9
"TAS1R3","Missense_Mutation",9
"TAS2R16","Missense_Mutation",9
"THRAP3","Missense_Mutation",9
"TMC8","Missense_Mutation",9
"TMCC3","Missense_Mutation",9
"TMEM191B","In_Frame_Ins",3
"TMEM191B","Missense_Mutation",6
"TMEM260","Missense_Mutation",9
"TMEM81","Missense_Mutation",9
"TMEM92","Missense_Mutation",9
"TMPRSS11A","Missense_Mutation",8
"TMPRSS11A","Translation_Start_Site",1
"TMPRSS7","Missense_Mutation",9
"TRAF3IP2","Missense_Mutation",9
"TRIL","Missense_Mutation",9
"TRIM36","Missense_Mutation",9
"TRIM64C","In_Frame_Ins",1
"TRIM64C","Missense_Mutation",8
"TSHR","Missense_Mutation",9
"TSKU","Missense_Mutation",9
"TSPAN11","Missense_Mutation",9
"UGT2A3","Missense_Mutation",9
"UGT8","Missense_Mutation",9
"UQCC3","Missense_Mutation",9
"URI1","In_Frame_Del",7
"URI1","Missense_Mutation",2
"VAV2","Missense_Mutation",9
"WASHC4","Missense_Mutation",9
"XRCC1","Missense_Mutation",9
"ZCCHC4","Missense_Mutation",9
"ZNF143","Missense_Mutation",9
"ZNF236","Missense_Mutation",9
"ZNF573","Missense_Mutation",9
"ZNF799","Missense_Mutation",9
"ZNF845","Missense_Mutation",9
"ZP1","Missense_Mutation",9
"ZXDC","Missense_Mutation",9
"ZYG11A","Missense_Mutation",9
"A1BG","Missense_Mutation",8
"AADAC","Missense_Mutation",8
"ABI3","Missense_Mutation",8
"ACER3","Missense_Mutation",8
"ACTMAP","Missense_Mutation",8
"ACY3","Missense_Mutation",8
"ADAMTS3","Missense_Mutation",8
"AGAP1","Missense_Mutation",8
"AHDC1","Missense_Mutation",8
"AIP","Missense_Mutation",8
"AKR1B10","Missense_Mutation",8
"AKR1C4","Missense_Mutation",8
"ALG1L2","Frame_Shift_Del",8
"AMDHD1","Missense_Mutation",8
"AMZ2","Missense_Mutation",8
"ANKRD2","Missense_Mutation",8
"ANKRD34B","Missense_Mutation",8
"ANKRD6","Missense_Mutation",8
"ANKS1A","Missense_Mutation",8
"ANKS6","Missense_Mutation",8
"APBB3","Missense_Mutation",8
"AQP9","Missense_Mutation",8
"ARHGAP18","Missense_Mutation",8
"ARHGAP29","Missense_Mutation",8
"ARHGEF33","Missense_Mutation",8
"ARL2","Missense_Mutation",8
