Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
IGFBP2	0	0	1	9	0	0	0	0	0	10	8	8
IL10RA	0	0	0	0	10	0	0	0	0	10	8	8
INPP5B	0	0	0	0	10	0	0	0	0	10	8	8
IRAG2	0	0	0	0	10	0	0	0	0	10	8	8
JMY	0	0	0	0	10	0	0	0	0	10	8	8
KBTBD12	0	0	0	0	10	0	0	0	0	10	8	8
KDM3A	0	0	0	0	10	0	0	0	0	10	8	8
KDM3B	0	0	0	0	10	0	0	0	0	10	8	8
KRT1	0	0	7	0	3	0	0	0	0	10	8	8
KRT84	0	0	0	0	10	0	0	0	0	10	8	8
KRTAP4-2	0	0	0	0	10	0	0	0	0	10	8	8
KRTAP5-7	0	0	0	8	2	0	0	0	0	10	8	8
LAMB1	0	0	0	0	10	0	0	0	0	10	8	8
LDAF1	0	0	0	0	10	0	0	0	0	10	8	8
LILRA4	0	0	0	0	10	0	0	0	0	10	8	8
LRP1	0	0	0	0	10	0	0	0	0	10	8	8
MAFA	0	0	8	0	2	0	0	0	0	10	8	8
MAP7	0	0	0	0	10	0	0	0	0	10	8	8
MAPKBP1	0	0	0	0	10	0	0	0	0	10	8	8
MEDAG	1	0	0	0	9	0	0	0	0	10	8	8
MMP14	0	0	0	0	10	0	0	0	0	10	8	8
MS4A4E	0	0	0	0	10	0	0	0	0	10	8	8
MTA1	0	0	0	0	10	0	0	0	0	10	8	8
MTCL2	0	0	0	0	10	0	0	0	0	10	8	8
MTMR6	0	0	0	0	9	0	0	1	0	10	8	8
MTMR7	0	0	0	0	10	0	0	0	0	10	8	8
MYO9A	0	0	0	0	10	0	0	0	0	10	8	8
MYOZ3	0	0	0	0	10	0	0	0	0	10	8	8
NBEAL1	0	0	0	0	10	0	0	0	0	10	8	8
NEFH	0	0	1	5	4	0	0	0	0	10	8	8
NOP53	0	0	0	0	10	0	0	0	0	10	8	8
NOP9	0	0	0	8	2	0	0	0	0	10	8	8
NOTCH3	0	0	0	0	10	0	0	0	0	10	8	8
NPAT	0	0	1	0	9	0	0	0	0	10	8	8
NQO2	0	0	0	0	10	0	0	0	0	10	8	8
NR1H2	0	0	0	9	1	0	0	0	0	10	8	8
OR10V1	0	0	0	0	10	0	0	0	0	10	8	8
OR5AK2	0	0	0	0	10	0	0	0	0	10	8	8
OR6C70	0	0	0	0	10	0	0	0	0	10	8	8
PEDS1	0	0	0	0	10	0	0	0	0	10	8	8
PNN	0	0	0	0	10	0	0	0	0	10	8	8
POLR1A	0	0	0	0	10	0	0	0	0	10	8	8
POLR2A	8	0	0	0	2	0	0	0	0	10	8	8
PPEF2	0	0	0	0	8	0	0	2	0	10	8	8
PROM2	0	0	0	0	9	1	0	0	0	10	8	8
PROP1	0	0	0	0	10	0	0	0	0	10	8	8
PRSS3	0	0	2	0	8	0	0	0	0	10	8	8
PSG7	0	0	0	0	3	7	0	0	0	10	8	8
PTPRS	0	0	0	0	10	0	0	0	0	10	8	8
QPRT	0	0	0	0	10	0	0	0	0	10	8	8
RAPGEF3	0	0	0	0	10	0	0	0	0	10	8	8
RBMXL2	0	0	0	0	10	0	0	0	0	10	8	8
RECQL5	0	0	0	0	4	0	0	6	0	10	8	8
RETREG2	1	0	0	0	9	0	0	0	0	10	8	8
REV3L	0	0	0	0	10	0	0	0	0	10	8	8
RFPL4AL1	0	0	0	0	10	0	0	0	0	10	8	8
RNF225	0	0	0	0	10	0	0	0	0	10	8	8
RPL14	0	0	0	8	2	0	0	0	0	10	8	8
RTP2	0	0	0	0	10	0	0	0	0	10	8	8
RTP5	0	0	0	0	10	0	0	0	0	10	8	8
SALL1	0	0	0	1	9	0	0	0	0	10	8	8
SAMD11	0	0	0	0	10	0	0	0	0	10	8	8
SCRN2	0	0	0	0	10	0	0	0	0	10	8	8
SEC14L1	0	0	0	0	10	0	0	0	0	10	8	8
SERINC2	0	0	0	8	2	0	0	0	0	10	8	8
SORCS2	0	0	0	0	10	0	0	0	0	10	8	8
SPATA31G1	0	0	0	0	10	0	0	0	0	10	8	8
SPTBN2	0	0	0	0	10	0	0	0	0	10	8	8
SYCP2L	0	0	0	0	10	0	0	0	0	10	8	8
SYN2	0	0	2	0	8	0	0	0	0	10	8	8
TAS1R1	0	0	0	0	10	0	0	0	0	10	8	8
TEK	0	0	0	0	10	0	0	0	0	10	8	8
TGM6	0	0	0	1	9	0	0	0	0	10	8	8
TIMD4	0	0	0	0	10	0	0	0	0	10	8	8
TIPIN	0	0	0	0	10	0	0	0	0	10	8	8
TMCO4	0	0	0	0	10	0	0	0	0	10	8	8
TMEM225	0	0	0	0	10	0	0	0	0	10	8	8
TRIM33	0	0	0	0	10	0	0	0	0	10	8	8
TRMO	0	0	0	0	10	0	0	0	0	10	8	8
UNC5C	0	0	0	0	10	0	0	0	0	10	8	8
VN1R5	0	0	0	0	2	0	8	0	0	10	8	8
VNN2	0	0	0	0	10	0	0	0	0	10	8	8
WDR1	0	0	0	0	10	0	0	0	0	10	8	8
ZFR	0	0	0	0	10	0	0	0	0	10	8	8
ZMYM1	0	0	1	0	9	0	0	0	0	10	8	8
ZNF304	0	0	0	0	10	0	0	0	0	10	8	8
ZNF318	0	0	0	0	10	0	0	0	0	10	8	8
ZNF335	0	0	0	0	10	0	0	0	0	10	8	8
ZNF33B	0	0	0	0	10	0	0	0	0	10	8	8
ZNF517	0	0	0	0	10	0	0	0	0	10	8	8
ZNF525	0	0	0	0	10	0	0	0	0	10	8	8
ZNF765	0	0	0	0	9	1	0	0	0	10	8	8
ZNF830	0	0	0	0	10	0	0	0	0	10	8	8
ABHD15	0	0	0	0	9	0	0	0	0	9	8	8
ADAMTS1	0	0	0	0	9	0	0	0	0	9	8	8
ADGRF4	0	0	0	0	9	0	0	0	0	9	8	8
ADH1B	0	0	0	0	9	0	0	0	0	9	8	8
AKAP5	0	0	0	0	9	0	0	0	0	9	8	8
ANKRD16	0	0	0	0	9	0	0	0	0	9	8	8
ANKRD63	0	0	0	1	8	0	0	0	0	9	8	8
ARAP2	0	0	0	0	9	0	0	0	0	9	8	8
ARHGEF16	0	0	0	0	9	0	0	0	0	9	8	8
ASNSD1	0	0	0	0	9	0	0	0	0	9	8	8
ATG4B	0	0	0	0	9	0	0	0	0	9	8	8
ATN1	0	0	8	1	0	0	0	0	0	9	8	8
ATP10B	0	0	0	0	9	0	0	0	0	9	8	8
ATP11A	0	0	0	0	9	0	0	0	0	9	8	8
ATXN2	0	0	7	1	1	0	0	0	0	9	8	8
B3GNT3	0	0	0	0	9	0	0	0	0	9	8	8
BHLHE41	0	0	0	0	9	0	0	0	0	9	8	8
C12orf71	0	0	0	0	9	0	0	0	0	9	8	8
C19orf73	0	0	0	0	9	0	0	0	0	9	8	8
C3orf33	0	0	0	0	9	0	0	0	0	9	8	8
C5orf46	0	0	0	0	9	0	0	0	0	9	8	8
C6orf47	0	0	0	0	9	0	0	0	0	9	8	8
C8A	0	0	0	0	9	0	0	0	0	9	8	8
C8G	0	0	0	0	9	0	0	0	0	9	8	8
CABS1	0	0	0	0	9	0	0	0	0	9	8	8
CASKIN2	0	0	0	0	9	0	0	0	0	9	8	8
CCDC102A	0	0	0	0	9	0	0	0	0	9	8	8
CCDC148	0	0	0	0	9	0	0	0	0	9	8	8
CD300E	0	0	0	0	9	0	0	0	0	9	8	8
CDRT15	0	0	0	0	9	0	0	0	0	9	8	8
CDX2	0	0	0	0	9	0	0	0	0	9	8	8
CEACAM4	0	0	0	0	8	0	0	1	0	9	8	8
CEBPZ	0	0	1	0	8	0	0	0	0	9	8	8
CERS3	0	0	0	0	9	0	0	0	0	9	8	8
CLTCL1	0	0	0	0	9	0	0	0	0	9	8	8
CNST	0	0	0	0	9	0	0	0	0	9	8	8
COL10A1	0	0	0	0	9	0	0	0	0	9	8	8
COL1A2	0	0	0	0	9	0	0	0	0	9	8	8
CRYBB3	0	0	0	0	9	0	0	0	0	9	8	8
CSRNP1	0	0	0	0	9	0	0	0	0	9	8	8
CTRB2	0	0	0	0	9	0	0	0	0	9	8	8
CTSH	0	0	0	0	9	0	0	0	0	9	8	8
CUX2	0	0	0	0	9	0	0	0	0	9	8	8
CYP2C19	0	0	0	0	9	0	0	0	0	9	8	8
DAPK1	0	0	0	0	9	0	0	0	0	9	8	8
DBT	0	0	0	0	9	0	0	0	0	9	8	8
DDC	0	0	0	0	9	0	0	0	0	9	8	8
DDHD1	0	0	0	8	1	0	0	0	0	9	8	8
DLK1	0	0	0	0	9	0	0	0	0	9	8	8
DNAAF9	0	0	0	0	9	0	0	0	0	9	8	8
DNAI2	0	0	0	0	9	0	0	0	0	9	8	8
DSE	0	0	0	0	9	0	0	0	0	9	8	8
DTX3L	0	0	0	0	9	0	0	0	0	9	8	8
E2F7	0	0	0	0	9	0	0	0	0	9	8	8
E4F1	0	0	0	0	9	0	0	0	0	9	8	8
EEF2K	0	0	0	0	9	0	0	0	0	9	8	8
ENPP2	0	0	0	0	9	0	0	0	0	9	8	8
EPB41L5	0	0	0	1	8	0	0	0	0	9	8	8
EPN2	0	0	0	0	9	0	0	0	0	9	8	8
ERI1	0	0	0	0	9	0	0	0	0	9	8	8
EXTL1	0	0	0	0	9	0	0	0	0	9	8	8
FAAP20	0	0	0	0	9	0	0	0	0	9	8	8
FAM240A	0	0	0	0	8	1	0	0	0	9	8	8
FAM91A1	0	0	0	0	9	0	0	0	0	9	8	8
FASTKD3	0	0	0	0	9	0	0	0	0	9	8	8
FBLIM1	0	0	0	0	9	0	0	0	0	9	8	8
FBLN1	0	0	0	0	9	0	0	0	0	9	8	8
FBXL6	0	0	0	0	9	0	0	0	0	9	8	8
FBXO5	0	0	0	0	9	0	0	0	0	9	8	8
FOLR3	8	0	0	0	1	0	0	0	0	9	8	8
FUT9	0	0	0	0	9	0	0	0	0	9	8	8
GALR1	0	0	0	0	9	0	0	0	0	9	8	8
GFRA2	0	0	0	0	9	0	0	0	0	9	8	8
GPR33	0	0	0	0	1	8	0	0	0	9	8	8
HDAC5	0	0	0	0	9	0	0	0	0	9	8	8
HMGB4	0	0	0	0	9	0	0	0	0	9	8	8
HOXB7	0	0	0	0	9	0	0	0	0	9	8	8
IFNK	0	1	0	0	8	0	0	0	0	9	8	8
IFT88	0	0	0	0	9	0	0	0	0	9	8	8
IRF5	0	0	8	0	1	0	0	0	0	9	8	8
KCNS3	0	0	0	0	9	0	0	0	0	9	8	8
KDM6B	0	0	0	8	1	0	0	0	0	9	8	8
KRT19	0	0	0	0	9	0	0	0	0	9	8	8
KRT82	0	0	0	0	9	0	0	0	0	9	8	8
KRTAP22-1	0	0	0	0	9	0	0	0	0	9	8	8
LCE4A	0	0	0	8	1	0	0	0	0	9	8	8
LHPP	0	0	0	0	9	0	0	0	0	9	8	8
LMNTD1	0	0	0	0	9	0	0	0	0	9	8	8
LRP6	0	0	0	0	9	0	0	0	0	9	8	8
LRSAM1	0	0	0	0	9	0	0	0	0	9	8	8
LSG1	0	0	0	0	9	0	0	0	0	9	8	8
LTBP1	0	0	0	0	9	0	0	0	0	9	8	8
LY9	0	0	0	0	9	0	0	0	0	9	8	8
LY96	0	0	0	0	9	0	0	0	0	9	8	8
MAN1B1	0	0	0	0	9	0	0	0	0	9	8	8
MASP2	0	0	0	0	9	0	0	0	0	9	8	8
MATN4	0	0	0	0	9	0	0	0	0	9	8	8
MBOAT4	0	0	0	0	8	0	1	0	0	9	8	8
MCUR1	0	0	0	0	9	0	0	0	0	9	8	8
MEN1	0	0	0	0	9	0	0	0	0	9	8	8
MFHAS1	0	0	0	0	9	0	0	0	0	9	8	8
MMP21	0	0	0	0	9	0	0	0	0	9	8	8
MPP4	0	0	0	0	9	0	0	0	0	9	8	8
MTERF1	0	0	0	0	9	0	0	0	0	9	8	8
MYEF2	0	0	0	0	9	0	0	0	0	9	8	8
NADK	0	0	0	4	5	0	0	0	0	9	8	8
NAGLU	0	0	0	0	9	0	0	0	0	9	8	8
NAV3	0	0	0	0	9	0	0	0	0	9	8	8
NBEAL2	0	0	0	0	9	0	0	0	0	9	8	8
NEK3	8	0	0	0	1	0	0	0	0	9	8	8
NEMF	0	0	0	0	9	0	0	0	0	9	8	8
NFKBIL1	0	0	0	0	9	0	0	0	0	9	8	8
NRP1	0	0	0	0	9	0	0	0	0	9	8	8
NSL1	0	0	0	0	9	0	0	0	0	9	8	8
NUP205	0	0	0	0	9	0	0	0	0	9	8	8
OLFML2B	0	0	0	0	9	0	0	0	0	9	8	8
OR2A2	0	0	0	0	9	0	0	0	0	9	8	8
OR2Y1	0	0	0	0	9	0	0	0	0	9	8	8
OR4Q3	0	0	0	0	9	0	0	0	0	9	8	8
OR6C4	0	0	0	0	9	0	0	0	0	9	8	8
OR7C2	0	0	0	8	1	0	0	0	0	9	8	8
ORAI1	0	0	0	0	9	0	0	0	0	9	8	8
PATE1	0	0	0	0	9	0	0	0	0	9	8	8
PATL2	0	0	0	0	9	0	0	0	0	9	8	8
PDCD1LG2	0	0	0	0	9	0	0	0	0	9	8	8
PDE1C	0	0	0	0	9	0	0	0	0	9	8	8
PDE6B	0	0	0	0	8	0	0	1	0	9	8	8
PEX2	0	0	0	0	9	0	0	0	0	9	8	8
PHF14	0	0	0	0	9	0	0	0	0	9	8	8
PLAAT5	0	0	0	0	9	0	0	0	0	9	8	8
PLXNA3	0	0	0	0	9	0	0	0	0	9	8	8
POF1B	0	0	0	0	9	0	0	0	0	9	8	8
PPCDC	0	0	0	0	9	0	0	0	0	9	8	8
PRAP1	0	0	0	0	9	0	0	0	0	9	8	8
PRDM15	0	0	0	0	9	0	0	0	0	9	8	8
PRDM16	0	0	0	0	9	0	0	0	0	9	8	8
PRDM7	0	0	0	0	9	0	0	0	0	9	8	8
PRP4K	0	0	0	0	9	0	0	0	0	9	8	8
PSMF1	0	0	0	0	9	0	0	0	0	9	8	8
PTGS1	0	0	0	0	9	0	0	0	0	9	8	8
PTPRR	0	0	0	0	9	0	0	0	0	9	8	8
PTTG2	1	0	0	0	8	0	0	0	0	9	8	8
RANBP3L	0	0	0	0	9	0	0	0	0	9	8	8
RASAL1	0	0	0	0	9	0	0	0	0	9	8	8
RBBP6	0	0	1	0	1	0	0	7	0	9	8	8
RBFA	0	0	0	0	9	0	0	0	0	9	8	8
RBM20	0	0	0	0	9	0	0	0	0	9	8	8
REP15	0	0	0	0	9	0	0	0	0	9	8	8
RGMB	0	0	0	0	9	0	0	0	0	9	8	8
RTEL1	0	0	0	0	9	0	0	0	0	9	8	8
RUSC2	0	0	0	0	9	0	0	0	0	9	8	8
SEBOX	0	0	0	0	9	0	0	0	0	9	8	8
SEPTIN9	0	0	0	0	9	0	0	0	0	9	8	8
SERPINF1	0	0	0	0	9	0	0	0	0	9	8	8
SEZ6L2	0	0	0	0	9	0	0	0	0	9	8	8
SFRP5	1	0	0	0	8	0	0	0	0	9	8	8
SFSWAP	0	0	0	0	9	0	0	0	0	9	8	8
SHANK1	0	0	0	0	9	0	0	0	0	9	8	8
SHCBP1	0	0	0	0	9	0	0	0	0	9	8	8
SKIDA1	0	0	1	8	0	0	0	0	0	9	8	8
SLC12A1	0	0	0	0	9	0	0	0	0	9	8	8
SLC25A45	0	0	0	0	9	0	0	0	0	9	8	8
SLC26A1	0	0	0	0	9	0	0	0	0	9	8	8
SLC37A4	0	0	0	0	1	0	0	8	0	9	8	8
SLC38A6	0	0	0	0	9	0	0	0	0	9	8	8
SLC39A6	0	0	0	0	9	0	0	0	0	9	8	8
SLC41A3	0	0	0	0	9	0	0	0	0	9	8	8
SLC44A2	0	0	0	0	9	0	0	0	0	9	8	8
SLC9B1	0	0	0	0	9	0	0	0	0	9	8	8
SLCO3A1	0	0	0	0	9	0	0	0	0	9	8	8
SPECC1	0	0	0	0	9	0	0	0	0	9	8	8
SPIN2A	0	0	0	0	9	0	0	0	0	9	8	8
SPTLC3	0	0	0	0	9	0	0	0	0	9	8	8
SRRM2	0	0	0	0	9	0	0	0	0	9	8	8
STXBP2	0	0	0	0	9	0	0	0	0	9	8	8
SULT1A1	0	0	0	0	9	0	0	0	0	9	8	8
SUMF2	0	0	0	0	9	0	0	0	0	9	8	8
TAS1R3	0	0	0	0	9	0	0	0	0	9	8	8
TAS2R16	0	0	0	0	9	0	0	0	0	9	8	8
THRAP3	0	0	0	0	9	0	0	0	0	9	8	8
TMC8	0	0	0	0	9	0	0	0	0	9	8	8
TMCC3	0	0	0	0	9	0	0	0	0	9	8	8
TMEM191B	0	0	0	3	6	0	0	0	0	9	8	8
TMEM260	0	0	0	0	9	0	0	0	0	9	8	8
TMEM81	0	0	0	0	9	0	0	0	0	9	8	8
TMEM92	0	0	0	0	9	0	0	0	0	9	8	8
TMPRSS11A	0	0	0	0	8	0	0	0	1	9	8	8
TMPRSS7	0	0	0	0	9	0	0	0	0	9	8	8
TRAF3IP2	0	0	0	0	9	0	0	0	0	9	8	8
TRIL	0	0	0	0	9	0	0	0	0	9	8	8
TRIM36	0	0	0	0	9	0	0	0	0	9	8	8
TRIM64C	0	0	0	1	8	0	0	0	0	9	8	8
TSHR	0	0	0	0	9	0	0	0	0	9	8	8
TSKU	0	0	0	0	9	0	0	0	0	9	8	8
TSPAN11	0	0	0	0	9	0	0	0	0	9	8	8
UGT2A3	0	0	0	0	9	0	0	0	0	9	8	8
UGT8	0	0	0	0	9	0	0	0	0	9	8	8
UQCC3	0	0	0	0	9	0	0	0	0	9	8	8
URI1	0	0	7	0	2	0	0	0	0	9	8	8
VAV2	0	0	0	0	9	0	0	0	0	9	8	8
WASHC4	0	0	0	0	9	0	0	0	0	9	8	8
XRCC1	0	0	0	0	9	0	0	0	0	9	8	8
ZCCHC4	0	0	0	0	9	0	0	0	0	9	8	8
ZNF143	0	0	0	0	9	0	0	0	0	9	8	8
ZNF236	0	0	0	0	9	0	0	0	0	9	8	8
ZNF573	0	0	0	0	9	0	0	0	0	9	8	8
ZNF799	0	0	0	0	9	0	0	0	0	9	8	8
ZNF845	0	0	0	0	9	0	0	0	0	9	8	8
ZP1	0	0	0	0	9	0	0	0	0	9	8	8
ZXDC	0	0	0	0	9	0	0	0	0	9	8	8
ZYG11A	0	0	0	0	9	0	0	0	0	9	8	8
A1BG	0	0	0	0	8	0	0	0	0	8	8	8
AADAC	0	0	0	0	8	0	0	0	0	8	8	8
ABI3	0	0	0	0	8	0	0	0	0	8	8	8
ACER3	0	0	0	0	8	0	0	0	0	8	8	8
ACTMAP	0	0	0	0	8	0	0	0	0	8	8	8
ACY3	0	0	0	0	8	0	0	0	0	8	8	8
ADAMTS3	0	0	0	0	8	0	0	0	0	8	8	8
AGAP1	0	0	0	0	8	0	0	0	0	8	8	8
AHDC1	0	0	0	0	8	0	0	0	0	8	8	8
AIP	0	0	0	0	8	0	0	0	0	8	8	8
AKR1B10	0	0	0	0	8	0	0	0	0	8	8	8
AKR1C4	0	0	0	0	8	0	0	0	0	8	8	8
ALG1L2	8	0	0	0	0	0	0	0	0	8	8	8
AMDHD1	0	0	0	0	8	0	0	0	0	8	8	8
AMZ2	0	0	0	0	8	0	0	0	0	8	8	8
ANKRD2	0	0	0	0	8	0	0	0	0	8	8	8
ANKRD34B	0	0	0	0	8	0	0	0	0	8	8	8
ANKRD6	0	0	0	0	8	0	0	0	0	8	8	8
ANKS1A	0	0	0	0	8	0	0	0	0	8	8	8
ANKS6	0	0	0	0	8	0	0	0	0	8	8	8
APBB3	0	0	0	0	8	0	0	0	0	8	8	8
AQP9	0	0	0	0	8	0	0	0	0	8	8	8
ARHGAP18	0	0	0	0	8	0	0	0	0	8	8	8
ARHGAP29	0	0	0	0	8	0	0	0	0	8	8	8
ARHGEF33	0	0	0	0	8	0	0	0	0	8	8	8
ARL2	0	0	0	0	8	0	0	0	0	8	8	8
ARTN	0	0	0	0	8	0	0	0	0	8	8	8
ASH1L	0	0	0	0	8	0	0	0	0	8	8	8
ASNS	0	0	0	0	8	0	0	0	0	8	8	8
ASPDH	0	0	0	0	8	0	0	0	0	8	8	8
ASPN	0	0	4	4	0	0	0	0	0	8	8	8
ATP11C	0	0	0	0	8	0	0	0	0	8	8	8
ATP4A	0	0	0	0	8	0	0	0	0	8	8	8
ATP6V0A4	0	0	0	0	8	0	0	0	0	8	8	8
ATRAID	0	0	0	0	8	0	0	0	0	8	8	8
ATRNL1	0	0	0	0	8	0	0	0	0	8	8	8
AVIL	0	0	0	0	8	0	0	0	0	8	8	8
B3GALT5	0	0	0	0	8	0	0	0	0	8	8	8
B3GNT8	0	0	0	0	8	0	0	0	0	8	8	8
BAG1	0	0	0	0	8	0	0	0	0	8	8	8
BCL2L15	0	0	0	0	8	0	0	0	0	8	8	8
BCL2L2	0	0	0	0	8	0	0	0	0	8	8	8
BCL6B	0	0	0	8	0	0	0	0	0	8	8	8
BCR	0	0	0	0	8	0	0	0	0	8	8	8
BICC1	0	0	0	0	8	0	0	0	0	8	8	8
BIRC5	0	0	0	0	8	0	0	0	0	8	8	8
BMP2	0	0	0	0	8	0	0	0	0	8	8	8
BNIP5	0	0	0	0	8	0	0	0	0	8	8	8
BRWD3	0	0	0	0	8	0	0	0	0	8	8	8
C11orf42	0	0	0	0	8	0	0	0	0	8	8	8
C11orf68	0	0	0	0	8	0	0	0	0	8	8	8
C1orf105	0	0	0	0	8	0	0	0	0	8	8	8
C1orf116	0	0	0	0	8	0	0	0	0	8	8	8
C1orf141	0	0	0	0	8	0	0	0	0	8	8	8
C1orf174	0	0	0	0	8	0	0	0	0	8	8	8
C3orf52	0	0	0	0	8	0	0	0	0	8	8	8
C5	0	0	0	0	8	0	0	0	0	8	8	8
C6orf141	0	0	0	0	8	0	0	0	0	8	8	8
CACHD1	0	0	0	0	8	0	0	0	0	8	8	8
CBR4	0	0	0	0	8	0	0	0	0	8	8	8
CCDC184	0	0	0	0	8	0	0	0	0	8	8	8
CCDC90B	0	0	0	0	8	0	0	0	0	8	8	8
CCL22	0	0	0	0	8	0	0	0	0	8	8	8
CCN2	0	0	0	0	8	0	0	0	0	8	8	8
CCNA2	0	0	0	0	8	0	0	0	0	8	8	8
CCT8L2	0	0	0	0	8	0	0	0	0	8	8	8
CELA3B	0	0	0	0	8	0	0	0	0	8	8	8
CERS5	0	0	0	0	8	0	0	0	0	8	8	8
CFAP184	0	0	0	0	8	0	0	0	0	8	8	8
CFAP36	0	0	0	0	8	0	0	0	0	8	8	8
CFAP91	0	0	0	0	8	0	0	0	0	8	8	8
CFI	0	0	0	0	8	0	0	0	0	8	8	8
CHEK1	0	0	0	0	8	0	0	0	0	8	8	8
CHSY3	0	0	0	0	8	0	0	0	0	8	8	8
CIB3	0	0	0	0	8	0	0	0	0	8	8	8
CKAP2	0	0	0	0	8	0	0	0	0	8	8	8
CLCN6	0	0	0	0	8	0	0	0	0	8	8	8
CLEC1A	0	0	0	0	8	0	0	0	0	8	8	8
CLIP2	0	0	0	0	8	0	0	0	0	8	8	8
CLSTN2	0	0	0	0	8	0	0	0	0	8	8	8
CLYBL	0	0	0	0	8	0	0	0	0	8	8	8
COG4	0	0	0	0	8	0	0	0	0	8	8	8
COPRS	0	0	0	0	8	0	0	0	0	8	8	8
CRAT	0	0	0	0	8	0	0	0	0	8	8	8
CRELD1	0	0	0	0	8	0	0	0	0	8	8	8
CSGALNACT1	0	0	0	0	8	0	0	0	0	8	8	8
CTDP1	0	0	0	0	8	0	0	0	0	8	8	8
CTNS	0	0	0	0	8	0	0	0	0	8	8	8
CTSW	0	0	0	0	8	0	0	0	0	8	8	8
CUL7	0	0	0	0	8	0	0	0	0	8	8	8
CYC1	0	0	0	0	8	0	0	0	0	8	8	8
DAG1	0	0	0	0	8	0	0	0	0	8	8	8
DBNDD2	0	0	0	0	8	0	0	0	0	8	8	8
DCAF11	0	0	0	0	8	0	0	0	0	8	8	8
DDX28	0	0	0	0	8	0	0	0	0	8	8	8
DDX31	0	0	0	0	8	0	0	0	0	8	8	8
DEF6	0	0	0	0	8	0	0	0	0	8	8	8
DIPK1B	0	0	0	0	8	0	0	0	0	8	8	8
DNTT	0	0	0	0	8	0	0	0	0	8	8	8
DPM2	0	0	0	0	8	0	0	0	0	8	8	8
DSCC1	0	0	0	0	8	0	0	0	0	8	8	8
DSTYK	0	0	0	0	8	0	0	0	0	8	8	8
DYNC2I2	0	0	0	0	8	0	0	0	0	8	8	8
EARS2	0	0	0	0	8	0	0	0	0	8	8	8
ECEL1	0	0	0	0	8	0	0	0	0	8	8	8
ECM2	0	0	0	0	8	0	0	0	0	8	8	8
EDARADD	0	0	0	0	8	0	0	0	0	8	8	8
EFEMP2	0	0	0	0	8	0	0	0	0	8	8	8
EIF5B	0	0	0	0	8	0	0	0	0	8	8	8
ENTPD8	0	0	0	0	8	0	0	0	0	8	8	8
EXD1	0	0	0	0	8	0	0	0	0	8	8	8
EXOSC5	0	0	0	0	8	0	0	0	0	8	8	8
F12	0	0	0	0	8	0	0	0	0	8	8	8
F2RL1	0	0	0	0	8	0	0	0	0	8	8	8
FABP2	0	0	0	0	8	0	0	0	0	8	8	8
FAM110C	0	0	0	0	8	0	0	0	0	8	8	8
FAM151B	0	0	0	0	8	0	0	0	0	8	8	8
FAM180B	0	0	0	0	8	0	0	0	0	8	8	8
FAM193B	0	0	0	0	8	0	0	0	0	8	8	8
FAM241A	0	0	0	0	8	0	0	0	0	8	8	8
FAM86FP	0	0	0	0	0	0	0	8	0	8	8	8
FARSB	0	0	0	0	8	0	0	0	0	8	8	8
FBP1	0	0	0	0	8	0	0	0	0	8	8	8
FBXO47	0	0	0	0	8	0	0	0	0	8	8	8
FCRLA	0	0	0	0	8	0	0	0	0	8	8	8
FDXR	0	0	0	0	8	0	0	0	0	8	8	8
FIGNL2	0	0	0	0	8	0	0	0	0	8	8	8
FIZ1	0	0	0	0	8	0	0	0	0	8	8	8
FMNL2	0	0	0	8	0	0	0	0	0	8	8	8
FNDC8	0	0	0	0	8	0	0	0	0	8	8	8
FOXE1	0	0	7	1	0	0	0	0	0	8	8	8
FOXR2	0	0	0	0	8	0	0	0	0	8	8	8
FYTTD1	0	0	0	0	8	0	0	0	0	8	8	8
GAL3ST4	0	0	0	0	8	0	0	0	0	8	8	8
GCC2	0	0	0	0	8	0	0	0	0	8	8	8
GCKR	0	0	0	0	8	0	0	0	0	8	8	8
GGA2	0	0	0	0	8	0	0	0	0	8	8	8
GJA3	0	0	0	0	8	0	0	0	0	8	8	8
GMPPB	0	0	0	0	8	0	0	0	0	8	8	8
GPIHBP1	0	0	0	0	8	0	0	0	0	8	8	8
GPN2	0	0	0	0	8	0	0	0	0	8	8	8
GPR108	0	0	0	0	8	0	0	0	0	8	8	8
GPR142	0	0	0	0	8	0	0	0	0	8	8	8
GPR153	0	0	0	0	8	0	0	0	0	8	8	8
GPR31	0	0	0	0	8	0	0	0	0	8	8	8
GPX8	0	0	0	0	8	0	0	0	0	8	8	8
GRIP1	0	0	0	0	8	0	0	0	0	8	8	8
GRIPAP1	0	0	0	0	8	0	0	0	0	8	8	8
GRP	1	0	0	0	7	0	0	0	0	8	8	8
GRSF1	0	0	0	0	8	0	0	0	0	8	8	8
GSTA5	0	0	0	0	8	0	0	0	0	8	8	8
GSX2	0	0	0	0	8	0	0	0	0	8	8	8
GUSB	0	0	0	0	8	0	0	0	0	8	8	8
GZMA	0	0	0	0	8	0	0	0	0	8	8	8
GZMM	0	0	0	0	8	0	0	0	0	8	8	8
HADH	0	0	0	0	8	0	0	0	0	8	8	8
HADHB	0	0	0	8	0	0	0	0	0	8	8	8
HAT1	0	0	0	0	8	0	0	0	0	8	8	8
HCRTR2	0	0	0	0	8	0	0	0	0	8	8	8
