"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples","MutationPercentage","MutationGroup"
"TYSND1",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"WDR64",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"WWC1",0,0,3,0,3,0,0,0,0,6,4,4,50,"26-50%"
"WWC2",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"XRRA1",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"ZC3H11B",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"ZNF320",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"ZNF479",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"ZNF721",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"ZSCAN29",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"ZWILCH",0,0,0,0,6,0,0,0,0,6,4,4,50,"26-50%"
"ADAM33",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ADGRA3",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"AGFG2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ALG12",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ARID1B",0,0,0,4,1,0,0,0,0,5,4,4,50,"26-50%"
"ASAH2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ATP9B",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ATXN1L",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"AVPI1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"BBS12",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"BHMT",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"BIRC6",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"BMP8B",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"BRAT1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"BRI3BP",0,0,0,5,0,0,0,0,0,5,4,4,50,"26-50%"
"CASQ2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"CATSPER2",0,0,0,0,1,0,0,4,0,5,4,4,50,"26-50%"
"CCDC54",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"CDH26",0,0,0,2,2,1,0,0,0,5,4,4,50,"26-50%"
"CIAPIN1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"CNTN2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"COL7A1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"CPA6",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"CTU1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"DAGLB",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"DEFB107B",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"DNAJC13",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"DNALI1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"DRC3",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ECI2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"EFHC1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ENDOD1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"EPHX2",0,0,0,3,2,0,0,0,0,5,4,4,50,"26-50%"
"FAM135A",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"FAM193A",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"FAM47A",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"FAM86B2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"FCAR",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"FGFBP3",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"FHIP2B",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"FNBP4",0,0,4,0,1,0,0,0,0,5,4,4,50,"26-50%"
"GAB4",0,0,0,0,2,3,0,0,0,5,4,4,50,"26-50%"
"GAGE13",0,0,1,0,4,0,0,0,0,5,4,4,50,"26-50%"
"GJA4",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"GOLGA6L1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"GP1BA",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"H2BC6",1,0,0,0,4,0,0,0,0,5,4,4,50,"26-50%"
"HAUS8",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"HDLBP",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"HLA-DMA",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"HOXD9",0,0,0,4,1,0,0,0,0,5,4,4,50,"26-50%"
"IL27",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"IQCF1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"IQUB",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"IRF3",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"KDM7A",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"KIF27",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"KRT39",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"KRTAP5-10",0,0,1,4,0,0,0,0,0,5,4,4,50,"26-50%"
"LAMC2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"LBP",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"LY6G6F",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"MCM10",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"MICAL3",0,0,0,1,4,0,0,0,0,5,4,4,50,"26-50%"
"MIDEAS",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"MN1",0,0,0,5,0,0,0,0,0,5,4,4,50,"26-50%"
"MRM3",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"MRPL53",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"MRTFA",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"MST1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"MYO18A",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"MYO19",1,0,0,0,4,0,0,0,0,5,4,4,50,"26-50%"
"MYRFL",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"NAV1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"NDUFAF1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"NEK1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"NGF",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"NOXA1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"NPHP4",0,0,0,0,2,0,0,3,0,5,4,4,50,"26-50%"
"NR4A3",0,0,1,0,4,0,0,0,0,5,4,4,50,"26-50%"
"NUCB2",0,0,3,0,2,0,0,0,0,5,4,4,50,"26-50%"
"NUDT13",0,4,0,0,1,0,0,0,0,5,4,4,50,"26-50%"
"ODR4",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"OGFR",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"OR2F1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"OR2F2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"OR5AC1",2,0,0,0,3,0,0,0,0,5,4,4,50,"26-50%"
"ORC4",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PAMR1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PCDH8",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PCDHGA8",2,0,0,0,3,0,0,0,0,5,4,4,50,"26-50%"
"PCDHGC5",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PHETA2",1,0,0,0,4,0,0,0,0,5,4,4,50,"26-50%"
"PHLPP2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PIDD1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PLA2G4E",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PLOD1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"POU2F3",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PROSER1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"PRR35",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"RBL2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"RICTOR",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"RILP",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"RNF19B",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SACS",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SECISBP2L",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SELENOP",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SH2D4A",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SIGLEC15",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SIM2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SLC17A4",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SLC30A8",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SLC37A2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SLC7A13",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SLFNL1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SMTNL1",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"SPATA6",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ST7L",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TAAR6",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TBC1D2B",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"THBS4",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"THEMIS",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TM4SF19",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TMED6",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TMEM128",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TMPRSS11F",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TMPRSS3",0,0,0,0,4,0,0,1,0,5,4,4,50,"26-50%"
"TNFRSF10C",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TNFRSF19",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TRAP1",0,0,0,1,4,0,0,0,0,5,4,4,50,"26-50%"
"TREML2",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TRIB3",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"TRPC6",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"UGT2B7",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"USH1C",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"VWA8",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"WDR35",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZFHX4",0,0,1,0,4,0,0,0,0,5,4,4,50,"26-50%"
"ZMYND8",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZNF35",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZNF407",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZNF439",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZNF57",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZNF732",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZNF775",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZNF836",0,0,0,0,5,0,0,0,0,5,4,4,50,"26-50%"
"ZNF93",1,0,0,0,4,0,0,0,0,5,4,4,50,"26-50%"
"ACADL",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ACADSB",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ACP1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ACR",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ADA2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ADCY2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ADGRG7",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"AHR",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"AKAIN1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"AKIP1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ALCAM",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ALS2CL",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"AMTN",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ANAPC4",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ANOS1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ANXA4",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"AOAH",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"AOX1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"AP4B1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"APBA1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"APCDD1L",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"APEX1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"AQP8",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ARGFX",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ARHGAP30",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ARMC10",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ARSD",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ASPG",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ATG9B",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ATIC",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ATP23",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ATP7A",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"B4GALNT1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"BMP1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"BMPR1A",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"BMS1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"BRINP2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"BTBD17",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"BTN3A1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C10orf62",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C14orf93",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C16orf46",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C1orf162",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C20orf173",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C20orf96",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C22orf31",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C2orf69",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"C5orf58",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CABP5",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CALCR",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CAPSL",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CARMIL3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CASKIN1",0,0,1,0,3,0,0,0,0,4,4,4,50,"26-50%"
"CC2D2A",0,0,1,0,3,0,0,0,0,4,4,4,50,"26-50%"
"CCDC169",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CCL23",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CCL24",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CCM2L",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CCNH",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CDC25C",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CEACAM8",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CEP63",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CHCHD6",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CHD1",0,0,4,0,0,0,0,0,0,4,4,4,50,"26-50%"
"CHD1L",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CHST3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CISD3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CLASP2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"COA7",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CRIP3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CRISP1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CSHL1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CST9L",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CT45A6",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CTAGE1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CTH",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CTNNA3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CTNNAL1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CUEDC1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"CUL4A",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DAOA",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DCAF13",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DCDC1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DCST1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DDHD2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DDX55",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DHRS4L2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DHX35",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DHX36",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DIAPH3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DIPK2B",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DMP1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DMRT1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DNAI3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DNAJB11",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DNAJC28",4,0,0,0,0,0,0,0,0,4,4,4,50,"26-50%"
"DPCD",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DPEP1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DPH1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DPPA3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DPYD",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DRD4",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DSC1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"DXO",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"E2F2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"EFR3A",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"EGFL8",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"EHMT2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ELL2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"EML5",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"EN2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ENTPD3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ERLIN1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FABP1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FAM110D",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FAM171A1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FAM236C",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FAN1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FCER2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FCN2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FGB",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FGGY",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FLVCR2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FNDC9",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FOLH1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FOXD4L4",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FOXD4L5",2,0,0,0,2,0,0,0,0,4,4,4,50,"26-50%"
"FSTL4",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"FTOP1",0,0,0,0,0,0,0,4,0,4,4,4,50,"26-50%"
"FUT8",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GABRA4",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GABRQ",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GAK",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GAL3ST1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GALNT15",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GALNT5",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GALP",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GCNT1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GFRA1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GHR",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GIMAP7",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GLE1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GLP2R",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GMNC",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GPR162",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GPR174",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GPR65",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GRHL3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GRIK3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GSTO1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GTF2IRD1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GTF3A",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GTPBP4",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"GUF1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"H1-1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HCFC1R1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HERC5",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HIF3A",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HIGD1B",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HMHB1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HSPA1A",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HTR3B",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HYAL3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"HYLS1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"IER5L",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"IFI30",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"IFITM5",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"IGDCC4",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"IGFBP7",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"IL1RL2",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"INAFM1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"INO80D",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"INPP5A",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"INPP5F",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"IRX5",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ISG15",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ITGA10",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ITGA2B",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ITGA7",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ITGAM",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"ITPRIPL1",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"KASH5",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"KCNH5",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"KDELR3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"KIAA1586",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"KIF14",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"KLHDC9",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
"KLK3",0,0,0,0,4,0,0,0,0,4,4,4,50,"26-50%"
