"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples","MutationPercentage","MutationGroup"
"SLC17A9",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC18A3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC25A52",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC2A4RG",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC34A2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC37A1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC39A11",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC45A2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC4A1AP",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC5A6",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC6A7",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC9A3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLU7",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SMYD3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SOBP",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SOD3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SORD",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SPATA45",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SPATA46",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SPECC1L",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SPINK6",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SPMIP8",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SRP14",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SSX5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"STXBP4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SYNE4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SYT11",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SYTL1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TARM1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TAS2R10",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TBATA",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TBCC",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TBX18",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TC2N",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TCEAL6",0,8,0,0,0,0,0,0,0,8,8,8,100,"76-100%"
"TCF15",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TCIM",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TCP11L2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"THAP7",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"THEM4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"THNSL2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TIGD4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TM2D3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TMCC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TMEM135",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TMEM158",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TMEM182",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TMEM201",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TMEM217B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TMEM37",0,0,0,8,0,0,0,0,0,8,8,8,100,"76-100%"
"TNFRSF17",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TNFSF14",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TOP1MT",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TOR2A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TOR3A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TPD52L3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TPTE2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TRIM49B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TRNP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TRNT1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TSHB",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TSSC4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TTC24",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TTC5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TTC9",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"TUBG2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"UBXN8",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ULK2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"UNC13C",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"UPK1B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"UPK3A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"USE1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"USP20",0,0,8,0,0,0,0,0,0,8,8,8,100,"76-100%"
"USP34",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"USP37",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"USP47",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"VGLL4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"WDR91",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"WIPF1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"WNT9B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZDHHC12",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZGPAT",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF135",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF160",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF24",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF267",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF273",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF365",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF382",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF384",0,0,8,0,0,0,0,0,0,8,8,8,100,"76-100%"
"ZNF529",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF530",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF549",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF550",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF730",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZNF814",0,0,0,8,0,0,0,0,0,8,8,8,100,"76-100%"
"ZNF852",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZSCAN2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ZSCAN20",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HLA-DRB5",4,2,0,0,170,5,0,1,0,182,7,7,87.5,"76-100%"
"HLA-DQB1",0,0,0,0,131,1,0,0,0,132,7,7,87.5,"76-100%"
"HLA-A",2,0,0,0,94,1,0,0,0,97,7,7,87.5,"76-100%"
"TAS2R43",1,2,0,0,68,0,0,0,0,71,7,7,87.5,"76-100%"
"MKI67",0,0,0,0,62,0,0,0,0,62,7,7,87.5,"76-100%"
"PRAMEF18",0,0,0,0,53,0,0,0,0,53,7,7,87.5,"76-100%"
"SLC35G4",0,0,0,0,51,0,0,0,0,51,7,7,87.5,"76-100%"
"MICA",2,4,0,0,42,0,0,0,0,48,7,7,87.5,"76-100%"
"ZNF443",0,0,0,0,43,0,3,0,0,46,7,7,87.5,"76-100%"
"ACAN",0,0,0,0,44,1,0,0,0,45,7,7,87.5,"76-100%"
"PKHD1L1",0,0,0,0,42,0,0,2,0,44,7,7,87.5,"76-100%"
"OR2L8",0,0,0,0,35,7,0,0,0,42,7,7,87.5,"76-100%"
"OR52E6",0,0,0,0,42,0,0,0,0,42,7,7,87.5,"76-100%"
"PPP1R15A",0,0,0,0,42,0,0,0,0,42,7,7,87.5,"76-100%"
"OR51M1",0,0,0,0,39,0,0,0,0,39,7,7,87.5,"76-100%"
"MAGEB16",0,0,0,0,31,6,0,0,0,37,7,7,87.5,"76-100%"
"MXRA5",0,0,0,0,37,0,0,0,0,37,7,7,87.5,"76-100%"
"OR10G2",0,0,0,0,37,0,0,0,0,37,7,7,87.5,"76-100%"
"SLC9C1",0,0,0,0,37,0,0,0,0,37,7,7,87.5,"76-100%"
"HLA-DPB1",0,0,0,0,36,0,0,0,0,36,7,7,87.5,"76-100%"
"NLRP8",0,0,0,0,30,0,5,0,0,35,7,7,87.5,"76-100%"
"ARHGEF28",0,0,0,0,34,0,0,0,0,34,7,7,87.5,"76-100%"
"GP6",0,0,0,0,34,0,0,0,0,34,7,7,87.5,"76-100%"
"CNTNAP3B",0,0,0,0,33,0,0,0,0,33,7,7,87.5,"76-100%"
"COL27A1",0,0,0,0,33,0,0,0,0,33,7,7,87.5,"76-100%"
"MDN1",0,0,0,0,32,0,0,0,0,32,7,7,87.5,"76-100%"
"DNAAF1",0,0,0,0,31,0,0,0,0,31,7,7,87.5,"76-100%"
"MUC6",0,0,0,0,31,0,0,0,0,31,7,7,87.5,"76-100%"
"CMYA5",0,0,0,0,30,0,0,0,0,30,7,7,87.5,"76-100%"
"OR52J3",0,0,0,0,27,3,0,0,0,30,7,7,87.5,"76-100%"
"SPINK5",0,0,0,0,30,0,0,0,0,30,7,7,87.5,"76-100%"
"USP17L7",0,0,0,0,30,0,0,0,0,30,7,7,87.5,"76-100%"
"ZNF208",0,0,0,0,30,0,0,0,0,30,7,7,87.5,"76-100%"
"APOBEC3H",0,0,4,0,25,0,0,0,0,29,7,7,87.5,"76-100%"
"ELOA2",0,0,0,0,29,0,0,0,0,29,7,7,87.5,"76-100%"
"RIF1",0,0,0,0,29,0,0,0,0,29,7,7,87.5,"76-100%"
"CELA1",5,10,0,0,13,0,0,0,0,28,7,7,87.5,"76-100%"
"OR52B6",0,0,0,0,28,0,0,0,0,28,7,7,87.5,"76-100%"
"TAS2R20",0,0,0,0,28,0,0,0,0,28,7,7,87.5,"76-100%"
"TAS2R31",0,0,0,0,28,0,0,0,0,28,7,7,87.5,"76-100%"
"AKAP12",0,0,1,6,20,0,0,0,0,27,7,7,87.5,"76-100%"
"ANKRD62",0,0,0,0,27,0,0,0,0,27,7,7,87.5,"76-100%"
"OR10G4",0,0,0,0,27,0,0,0,0,27,7,7,87.5,"76-100%"
"TAF1B",0,0,0,0,27,0,0,0,0,27,7,7,87.5,"76-100%"
"TAPBPL",0,0,0,0,27,0,0,0,0,27,7,7,87.5,"76-100%"
"ZNF626",0,6,0,0,21,0,0,0,0,27,7,7,87.5,"76-100%"
"KLHL38",0,0,0,0,26,0,0,0,0,26,7,7,87.5,"76-100%"
"TSEN54",0,0,0,0,26,0,0,0,0,26,7,7,87.5,"76-100%"
"CCDC110",0,0,0,0,25,0,0,0,0,25,7,7,87.5,"76-100%"
"LTBP4",0,0,0,0,25,0,0,0,0,25,7,7,87.5,"76-100%"
"SPANXC",0,0,0,0,25,0,0,0,0,25,7,7,87.5,"76-100%"
"OR52H1",0,0,0,0,24,0,0,0,0,24,7,7,87.5,"76-100%"
"PCSK5",0,0,0,0,24,0,0,0,0,24,7,7,87.5,"76-100%"
"PIH1D1",0,0,0,0,24,0,0,0,0,24,7,7,87.5,"76-100%"
"VCAN",0,0,0,0,24,0,0,0,0,24,7,7,87.5,"76-100%"
"ADAMTS18",0,0,0,0,23,0,0,0,0,23,7,7,87.5,"76-100%"
"AKR7L",0,0,0,0,23,0,0,0,0,23,7,7,87.5,"76-100%"
"ATP10D",0,0,0,0,23,0,0,0,0,23,7,7,87.5,"76-100%"
"ENST00000505650",0,0,0,1,22,0,0,0,0,23,7,7,87.5,"76-100%"
"HTR3D",0,0,0,0,23,0,0,0,0,23,7,7,87.5,"76-100%"
"KCNK15",0,0,0,0,23,0,0,0,0,23,7,7,87.5,"76-100%"
"KRTAP5-5",0,0,6,2,15,0,0,0,0,23,7,7,87.5,"76-100%"
"NIN",0,0,0,0,23,0,0,0,0,23,7,7,87.5,"76-100%"
"SAMD15",0,0,0,0,23,0,0,0,0,23,7,7,87.5,"76-100%"
"ZNF30",0,0,0,0,23,0,0,0,0,23,7,7,87.5,"76-100%"
"DCANP1",0,0,0,0,16,6,0,0,0,22,7,7,87.5,"76-100%"
"ENST00000598322",1,0,0,0,21,0,0,0,0,22,7,7,87.5,"76-100%"
"HJURP",0,0,0,0,22,0,0,0,0,22,7,7,87.5,"76-100%"
"KRT37",0,0,0,0,21,1,0,0,0,22,7,7,87.5,"76-100%"
"MAGEF1",0,0,0,7,15,0,0,0,0,22,7,7,87.5,"76-100%"
"MERTK",0,0,0,0,22,0,0,0,0,22,7,7,87.5,"76-100%"
"MRNIP",0,0,0,0,22,0,0,0,0,22,7,7,87.5,"76-100%"
"MS4A14",7,0,0,0,15,0,0,0,0,22,7,7,87.5,"76-100%"
"OR2T11",0,0,0,0,22,0,0,0,0,22,7,7,87.5,"76-100%"
"TPO",0,0,0,0,22,0,0,0,0,22,7,7,87.5,"76-100%"
"AK9",0,0,5,0,16,0,0,0,0,21,7,7,87.5,"76-100%"
"ALPK3",0,0,0,0,21,0,0,0,0,21,7,7,87.5,"76-100%"
"ANKRD31",0,0,6,0,15,0,0,0,0,21,7,7,87.5,"76-100%"
"ATXN1",0,0,4,5,12,0,0,0,0,21,7,7,87.5,"76-100%"
"CRACR2B",0,0,0,0,21,0,0,0,0,21,7,7,87.5,"76-100%"
"CYP2D6",0,0,0,0,18,0,0,3,0,21,7,7,87.5,"76-100%"
"DHX37",0,0,0,0,21,0,0,0,0,21,7,7,87.5,"76-100%"
"LDHAL6B",0,0,0,0,21,0,0,0,0,21,7,7,87.5,"76-100%"
"PRSS48",0,4,0,0,10,0,7,0,0,21,7,7,87.5,"76-100%"
"TRPM5",0,0,0,0,21,0,0,0,0,21,7,7,87.5,"76-100%"
"WHRN",0,0,0,0,21,0,0,0,0,21,7,7,87.5,"76-100%"
"ZNF91",0,0,0,0,21,0,0,0,0,21,7,7,87.5,"76-100%"
"ARHGEF18",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"BARD1",0,0,1,0,19,0,0,0,0,20,7,7,87.5,"76-100%"
"FAM181B",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"FAM187B",0,0,0,0,14,6,0,0,0,20,7,7,87.5,"76-100%"
"FUT3",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"GAA",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"MAPT",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"MDM1",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"OR10G9",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"OR8G5",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"PLA2R1",0,0,0,0,19,0,0,1,0,20,7,7,87.5,"76-100%"
"RGL4",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"TPSG1",0,0,0,0,20,0,0,0,0,20,7,7,87.5,"76-100%"
"ZNF80",0,0,0,0,14,6,0,0,0,20,7,7,87.5,"76-100%"
"ADGRF3",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"C4orf17",2,0,0,0,17,0,0,0,0,19,7,7,87.5,"76-100%"
"C6orf15",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"IL37",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"ISCU",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"KANK3",0,0,6,0,13,0,0,0,0,19,7,7,87.5,"76-100%"
"MMP9",0,0,0,1,18,0,0,0,0,19,7,7,87.5,"76-100%"
"PLXNB3",0,0,0,0,18,0,0,0,1,19,7,7,87.5,"76-100%"
"PPP1R26",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"PTPRH",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"RTP4",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"SDK1",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"TTYH2",0,0,0,0,19,0,0,0,0,19,7,7,87.5,"76-100%"
"CA6",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"COQ3",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"DNAH3",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"HIVEP1",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"HMCN1",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"LILRB4",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"LRRK2",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"MPHOSPH10",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"OR12D1",0,4,0,0,6,0,7,1,0,18,7,7,87.5,"76-100%"
"OR51A2",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"PDIA2",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"PRG3",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"PTPRZ1",0,0,7,0,11,0,0,0,0,18,7,7,87.5,"76-100%"
"REXO1",0,0,1,1,16,0,0,0,0,18,7,7,87.5,"76-100%"
"SAXO2",0,0,0,0,17,1,0,0,0,18,7,7,87.5,"76-100%"
"SCN7A",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"SLC35G5",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"SYNPO2",0,0,3,0,15,0,0,0,0,18,7,7,87.5,"76-100%"
"TAS2R4",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"ZSCAN12",0,0,0,0,18,0,0,0,0,18,7,7,87.5,"76-100%"
"ABI3BP",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"AKR7A3",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"CCDC9",0,0,3,0,14,0,0,0,0,17,7,7,87.5,"76-100%"
"CD6",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"DMGDH",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"GRIN3A",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"IBSP",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"KIAA2012",0,0,1,0,16,0,0,0,0,17,7,7,87.5,"76-100%"
"LAMA2",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"LRIT2",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"MTTP",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"MYO1G",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"PEBP4",5,0,0,0,12,0,0,0,0,17,7,7,87.5,"76-100%"
"PGBD1",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"PIGZ",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"PLEKHH1",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"PRRT3",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"PTPN21",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"RGL3",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"UGT1A7",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"ZNF354C",0,0,0,0,17,0,0,0,0,17,7,7,87.5,"76-100%"
"ARHGEF40",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"CAPN9",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"CCDC65",0,0,0,1,15,0,0,0,0,16,7,7,87.5,"76-100%"
"CEACAM18",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"FBXW10",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"GBP3",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"GOLGA8B",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"HLA-DQB2",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"HOMEZ",0,0,11,0,4,0,1,0,0,16,7,7,87.5,"76-100%"
"IFIH1",0,0,0,0,15,1,0,0,0,16,7,7,87.5,"76-100%"
"KDM4C",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"LRP8",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"LYSMD4",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"MYH15",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"OR13G1",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"SLC18A1",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"SLC28A1",0,0,0,3,13,0,0,0,0,16,7,7,87.5,"76-100%"
"TAS2R38",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"TPSB2",0,3,0,0,13,0,0,0,0,16,7,7,87.5,"76-100%"
"USPL1",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"VPS13C",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"ZKSCAN3",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"ZNF99",0,0,0,0,16,0,0,0,0,16,7,7,87.5,"76-100%"
"ABTB3",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"BTBD16",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"DOCK8",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"FOCAD",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"FUT2",0,0,0,0,8,7,0,0,0,15,7,7,87.5,"76-100%"
"GM2A",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"GPR50",0,0,5,0,10,0,0,0,0,15,7,7,87.5,"76-100%"
"IFIT2",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"ISX",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"JMJD1C",0,0,1,0,14,0,0,0,0,15,7,7,87.5,"76-100%"
"KIAA0040",12,0,1,1,1,0,0,0,0,15,7,7,87.5,"76-100%"
"KRT75",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"LCA5",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"LRRN4",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"MT4",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"MYBPC2",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"OR10A6",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"OR10R2",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"OR1A2",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"OR2AG2",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"OR5B17",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"PIEZO2",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"PLK4",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"PNLIPRP2",0,0,0,0,8,0,7,0,0,15,7,7,87.5,"76-100%"
"PTPRB",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"RIBC2",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"SELENOO",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"SERPINA10",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"WDR93",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"ZNF571",0,0,0,0,15,0,0,0,0,15,7,7,87.5,"76-100%"
"ADH1C",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"ALDH1B1",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"ASB15",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"ASIC4",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"ATP8B3",0,0,0,0,12,0,2,0,0,14,7,7,87.5,"76-100%"
"C2orf76",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"CDH9",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"CGAS",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"CLEC4F",1,0,0,0,13,0,0,0,0,14,7,7,87.5,"76-100%"
"CR2",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"CSMD2",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"FBLN2",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"FBXO34",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"GARIN6",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"GLI1",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"HGFAC",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"IDO2",0,0,0,0,11,3,0,0,0,14,7,7,87.5,"76-100%"
"IFITM2",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"KCNJ11",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"KLHL40",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"KRTAP4-11",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"LARP1B",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"LENG9",0,0,0,5,9,0,0,0,0,14,7,7,87.5,"76-100%"
"LGALS14",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"MFSD6L",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
"MINDY4",0,0,0,0,14,0,0,0,0,14,7,7,87.5,"76-100%"
